Title,Location,No of Bedrooms,No of Bathrooms,Description,Price
4 Bed Townhouse with Staff Quarters in Westlands Area,"Westlands Area, Westlands",4,5,4bedroom town house for rent in Westlands,"KSh 270,000/ month"
4 Bed House with En Suite at Runda,"Runda, Westlands",4,4,Newly built 4-Bedroom All En-Suite New Build on...,"KSh 640,000/ month"
5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",5,5,Spacious 5-Bedroom House for Rent in Spring Val...,"KSh 350,000/ month"
4 Bed House with En Suite at Loresho,"Loresho, Westlands",4,4,Rustic 4 Bedroom Bungalow plus 1 bed Guestwing,"KSh 350,000/ month"
4 Bed House with En Suite in Ridgeways,Ridgeways,4,5,Amazing Villas on 0.25 acres To LET,"KSh 325,000/ month"
5 Bed Townhouse with En Suite at Mugumo Road,"67, Mugumo Road, Lavington",5,6,Lavington in a well secured gated community thi...,"KSh 450,000/ month"
5 Bed House with En Suite at Kigwa,"Kigwa, Ridgeways",5,5,"5br House, Ridgeways","KSh 550,000/ month"
4 Bed Townhouse with En Suite at Garden Estate,"Garden Estate, Ridgeways",4,4,"4br Townhouse, Ridgeways","KSh 300,000/ month"
4 Bed Townhouse with Swimming Pool at Ridgeways,Ridgeways,4,3,"4br Townhouse, Ridgeways","KSh 327,000/ month"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4,4,AN EXECUTIVE 4BEDROOM TOWN HOUSE FOR RENT IN RU...,"KSh 420,000/ month"
5 Bed Townhouse with En Suite at Kabarsiran Road,"Kabarsiran Road, Lavington",5,6,Fully furnished 5 bedroom townhouse all ensuite...,"KSh 400,000/ month"
5 Bed Townhouse with En Suite at Lavington,"44, Lavington",5,6,Modern five bedrooms,"KSh 400,000/ month"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",4,4,4 Bedroom Townhouse in Kitisuru,"KSh 200,000/ month"
5 Bed Townhouse with Swimming Pool at Off James Gichuru,"Off James gichuru, Lavington",5,6,Bright and modern 5 bedroom townhouse for rent...,"KSh 400,000/ month"
4 Bed Townhouse with En Suite at Garden Estate,"Garden Estate, Roysambu",4,5,Four Bedroom Plus Dsq Townhouse to let at Garde...,"KSh 295,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,Luxurious 4-Bedroom Ensuite House for Rent in R...,"KSh 500,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,Luxurious 5-Bedroom Ensuite House for Rent in R...,"KSh 580,000/ month"
6 Bed House with En Suite in Runda,"Runda, Westlands",6,5,Luxurious 6-Bedroom Ensuite House for Rent in R...,"KSh 450,000/ month"
4 Bed Townhouse with En Suite in Kamakis,"Kamakis, Ruiru",4,4,4 bedroom  with sq,"KSh 100,000/ month"
5 Bed House with En Suite in Loresho,"Loresho, Westlands",5,5,🌟 Ambassadorial 5-Bedroom Standalone Home for...,"KSh 520,000/ month"
6 Bed House with En Suite at Rosslyn,"Rosslyn, Westlands",6,6,🌟 EXTRAORDINARY 6-BEDROOM DREAM HOME FOR RENT...,"KSh 850,000/ month"
5 Bed House with En Suite at Nyari,"Nyari, Westlands",5,5,🌟 THE WORLD'S MOST EXCLUSIVE 6-BEDROOM STANDAL...,"KSh 1,500,000/ month"
4 Bed House with En Suite at Karen,"01, karen, Karen",4,4,Executive 4 Bedroom House All Bedroom En-suite...,"KSh 400,000/ month"
4 Bed Townhouse with En Suite at Karen,Karen,4,4,Modern 4- Bedrooms Villa with DSQ for Rent in K...,"KSh 550,000/ month"
5 Bed Townhouse with En Suite at Runda,"Runda, Westlands",5,5,Luxurious 5-Bedroom Ensuite House for Rent in R...,"KSh 580,000/ month"
5 Bed House with En Suite in Runda,"Runda, Westlands",5,5,Sophisticated 5-Bedroom Family Home with DSQ to...,"KSh 450,000/ month"
6 Bed House with En Suite at Runda,"Runda, Westlands",6,6,Exquisite 6-Bedroom Luxury Residence with DSQ t...,"KSh 450,000/ month"
6 Bed House with En Suite at Runda,"Runda, Westlands",6,6,Luxurious 6-Bedroom Ensuite House for Rent in R...,"KSh 450,000/ month"
4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington green, Lavington",4,3,Stunning secure 4 bedrooms townhouse plus priva...,"KSh 250,000/ month"
5 Bed House with En Suite at Runda,"Runda, Westlands",5,5,Exquisite 5-Bedroom Family Sanctuary in Prestig...,"KSh 580,000/ month"
5 Bed House with En Suite at Nyari,"Nyari, Westlands",5,5,Your Perfect 5 Bedroom Family Home Awaits at Ny...,"KSh 400,000/ month"
6 Bed House with En Suite at Old Kitisuru,"Old Kitisuru, Kitisuru, Westlands",6,6,Unparalleled Luxury Awaits You – A Dream Home i...,"KSh 1,000,000/ month"
4 Bed House with En Suite in Nyari,"Nyari, Westlands",4,4,Luxurious Living – Four-Bedroom House for Rent...,"KSh 300,000/ month"
4 Bed Townhouse with En Suite at Karen,Karen,4,5,A 4 bedrooms townhouse with 2 SQs for rent,"KSh 380,000/ month"
5 Bed Villa with En Suite in Karen,Karen,5,6,5 bedroom fully Furnished Villa available to le...,"KSh 693,602/ month"
2 Bed House with En Suite in Karen,Karen,2,3,2 Bedroom Bungalow in a gated community To Let,"KSh 120,000/ month"
4 Bed Villa with En Suite in Karen,Karen,4,5,4 Bedroom Villa To Let in Karen,"KSh 430,000/ month"
4 Bed Townhouse with En Suite at Convent Drive,"031, Convent drive, Lavington",4,3,4-Bedrooms plus sq FOR RENT,"KSh 260,000/ month"
4 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",4,5,A 4bdrm family house to let in runda.,"KSh 270,000/ month"
4 Bed Townhouse with En Suite in Karen,"Karen Nairobi, Karen",4,5,Brand new 4bdrm townhouse to let in Karen.,"KSh 550,000/ month"
5 Bed Townhouse with En Suite at Lower Kabete,"Lower Kabete, Westlands",5,5,"🌟 Experience the Perfect Fusion of Comfort, Lu...","KSh 770,000/ month"
5 Bed House with En Suite at Nyari,"Nyari, Westlands",5,5,🌟 Luxury 5-Bedroom Ambassadorial Home with Swi...,"KSh 500,000/ month"
4 Bed House with En Suite at Lower Kabete,"Lower Kabete, Westlands",4,4,🌟 REMARKABLE 4-BEDROOM VILLA FOR SALE/RENT IN...,"KSh 450,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,BEAUTIFUL 4 BEDROOM VILLA WITH DSQ TO LET IN RU...,"KSh 580,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,🏡 Luxurious 5-Bedroom Townhouse + DSQ to Let i...,"KSh 350,000/ month"
5 Bed House with En Suite at Nyari,"Nyari, Westlands",5,5,🌟 EXCLUSIVE 5-BEDROOM MASTERPIECE FOR RENT IN...,"KSh 300,000/ month"
4 Bed House with En Suite in Gigiri,"Gigiri, Westlands",4,5,"Prestigious Gigiri Estate, this one-of-a-kind 5...","KSh 600,000/ month"
6 Bed House with En Suite in Nyari,"Nyari, Westlands",6,6,Exquisite 6-bedroom stand-alone house for rent...,"KSh 1,300,000/ month"
6 Bed House with En Suite at Old Muthaiga,"Old Muthaiga, Muthaiga",6,6,🏰 Experience Unmatched Elegance and Tranquilit...,"KSh 1,200,000/ month"
4 Bed House with En Suite at Old Muthaiga,"Old Muthaiga, Muthaiga",4,4,🏡 Exclusive 4-Bedroom Bungalow to Let – The Ul...,"KSh 500,000/ month"
4 Bed Villa with En Suite in Riverside,"Riverside, Westlands",4,,𝗦𝗽𝗮𝗰𝗶𝗼𝘂𝘀 𝟰-𝗕𝗲𝗱𝗿𝗼𝗼𝗺 𝗩𝗶𝗹𝗹𝗮 + 𝗗𝗦𝗤,"KSh 250,000/ month"
6 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",6,6,🌟 Prestigious 6-Bedroom Ambassadorial Home to...,"KSh 1,500,000/ month"
4 Bed Townhouse with Staff Quarters in Kiambu Road,Kiambu Road,4,5,Newly built 4 Bedroom House available for rent,"KSh 325,000/ month"
4 Bed House with En Suite in Karen,Karen,4,4,4 Bedroom house to Let in Karen.,"KSh 430,000/ month"
2 Bed House with En Suite at Kitisuru,"Kitisuru, Westlands",2,2,2 bedroom furnished garden apartment for rent i...,"KSh 315,000/ month"
5 Bed House with En Suite at Red Hill,"Red Hill, Nyari, Westlands",5,6,Nyari Estate 5 bedroom Ambassadorial Mansion Wi...,"KSh 500,000/ month"
3 Bed Townhouse with En Suite at Off Glory Rd,"4, Off Glory rd, Runda, Westlands",3,4,A Stunning 3 Bedrooms Townhouse for rent in Run...,"KSh 325,000/ month"
4 Bed Townhouse with En Suite at Ridgeways,"2, Ridgeways",4,5,Modern 4 Bedroom villa for rent in Ridgeways.,"KSh 300,000/ month"
4 Bed House with En Suite at Nyari,"4, Nyari, Westlands",4,5,A Charming 4 Bedrooms double storied house for...,"KSh 400,000/ month"
4 Bed Townhouse with En Suite at Off Ruaka Road,"8, Off Ruaka Road, Runda, Westlands",4,5,A Luxurious 4 Bedrooms Fully furnished Town hou...,"KSh 270,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,Experience Luxury and Serenity in This Magnific...,"KSh 270,000/ month"
5 Bed House in Karen,Karen,5,5,Luxury Living in Karen – 5-Bedroom Standalone H...,"KSh 350,000/ month"
4 Bed House with Garden in Karen,Karen,4,2,Charming garden cottage in Karen - A hidden gem...,"KSh 450,000/ month"
5 Bed Villa with En Suite in Karen,Karen,5,5,Modern 4- Bedrooms Villa with DSQ for Rent in K...,"KSh 550,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,4,Discover Your Dream Home in Runda -  Exemptiona...,"KSh 300,000/ month"
3 Bed House with En Suite in Runda,"Runda, Westlands",3,2,Cosy 3 Bedroom House For Rent In Runda,Price not communicated
5 Bed Townhouse with En Suite at Miotoni,"Miotoni, Karen",5,6,Excellent 5 bedroom townhouse all ensuite with...,"KSh 350,000/ month"
4 Bed Townhouse with En Suite in Karen,Karen,4,4,🏡✨ 4-Bedroom All Ensuite House for Rent in Ka...,"KSh 370,000/ month"
4 Bed House with En Suite in Karen,Karen,4,4,4 Bedroom Villa To Let in Karen,"KSh 400,000/ month"
4 Bed Villa with En Suite in Karen,Karen,4,6,Lovely Four Bedroom villa  To let in Karen,"KSh 350,000/ month"
4 Bed Townhouse with Staff Quarters at Eden Ville,"Eden ville, Kiambu Road",4,4,4 Bedroom House for rent in Eden Ville estate.,"KSh 180,000/ month"
3 Bed Villa with Swimming Pool at Fourways Estate,"Fourways Estate, Kiambu Road",3,4,3 Bedroom Villa available for rent.,"KSh 130,000/ month"
4 Bed Townhouse with Staff Quarters at Thome Estate,"Thome Estate, Kiambu Road",4,5,4 Bedroom House for rent in Thome,"KSh 160,000/ month"
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,4,5,4 Bedroom House for rent in Runda,"KSh 250,000/ month"
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,4,4,4 Bedroom townhouse for rent in Runda Paradise,"KSh 250,000/ month"
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,4,5,4 Bedroom house available for rent along Kiambu...,"KSh 240,000/ month"
4 Bed Villa with En Suite at Karen,Karen,4,4,Lovely Four Bedroom villa  To let in Karen  Ren...,"KSh 350,000/ month"
5 Bed Townhouse with Staff Quarters in Lavington,Lavington,5,5,🏡 Luxurious 5-Bedroom Townhouse for Rent in La...,"KSh 400,000/ month"
4 Bed Villa in Karen,Karen,4,4,Luxurious 4-Bedroom Villa with Guest Wing for R...,"KSh 350,000/ month"
4 Bed House with En Suite at Karen,Karen,4,4,Elegant Four bedroom House,"KSh 450,000/ month"
5 Bed House with En Suite at Karen,"karen, Karen",5,4,An exclusive five bedroom house,"KSh 300,000/ month"
2 Bed House with En Suite at Silanga,"Silanga, Karen",2,1,Impressive secure 2 bedroom houses in Karen Sil...,"KSh 35,000/ month"
2 Bed House with En Suite in Gigiri,"Gigiri, Westlands",2,2,An elegantly furnished 2-bedroom guest wing in...,"KSh 130,000/ month"
4 Bed House with En Suite at Loresho,"Loresho, Westlands",4,2,Impressive 4 bedrooms bungalow plus dsq set on...,"KSh 150,000/ month"
3 Bed House with En Suite at Karen,"KAREN, Karen",3,2,📌 Karen  3 bedroom plus Dsq To let in Karen,"KSh 170,000/ month"
5 Bed Townhouse with En Suite in Lavington,"Lavington Nairobi, Lavington",5,6,A 5bdrm townhouse to let in lavington.,"KSh 250,000/ month"
5 Bed Townhouse with En Suite in Lavington,"Lavington Nairobi, Lavington",5,6,A 5bdrm full furnished townhouse to let in lavi...,"KSh 400,000/ month"
4 Bed Townhouse with Swimming Pool at And Few Minutes Drive To Sarit Centre And ...,"Off peponi road , and few minutes drive to Sarit centre and Gigiri, General Mathenge, Westlands",4,5,Modern 4 bedrooms townhouse for rent in general...,"KSh 280,000/ month"
2 Bed House with En Suite in Nyari,"Nyari, Westlands",2,2,Two bedroom guest wing in Nyari,"KSh 100,000/ month"
5 Bed Townhouse with En Suite at Lavington,"49 Lavington, Lavington",5,6,Lavington 5 bedroom townhouse to let,"KSh 350,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,New 5 bedroom townhouse plus Dsq in Lavington,"KSh 400,000/ month"
5 Bed Townhouse with Swimming Pool at Close To Germany School And Germany School,"Few minutes drive to Gigiri , close to Germany school and Germany school, Runda, Westlands",5,6,Splendid 5 bedrooms townhouse for rent in Runda,"KSh 450,000/ month"
1 Bed Villa with En Suite in Runda,"Runda, Westlands",1,,One bedroom  fully furnished villa for rent in...,"KSh 120,000/ month"
5 Bed House with En Suite in Nyari,"Nyari Nairobi, Nyari, Westlands",5,5,A 5bdrm family house to let in nyari.,"KSh 400,000/ month"
4 Bed Townhouse with En Suite in Karen,Karen,4,4,4 bedroom house with 2 dsq to let - karen kcb,"KSh 450,000/ month"
2 Bed House in Karen,Karen,2,,Karen 2bdr,"KSh 95,000/ month"
2 Bed House with En Suite in Runda,"Runda, Westlands",2,2,🌟 Exclusive 2-Bedroom Guest Wing for Rent in R...,"KSh 200,000/ month"
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,4,4,🌟 Nascent Properties Presents: Spacious 4-Bedr...,"KSh 250,000/ month"
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,4,4,🌟 Nascent Properties Presents: Exquisite 4-Bed...,"KSh 325,000/ month"
3 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",3,4,A Cosy Home For A Small Family,"KSh 300,000/ month"
5 Bed House with En Suite in Nyari,"Nyari, Westlands",5,4,Nyari 5 Bedroom Bungalow,"KSh 280,000/ month"
3 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",3,3,Luxurious 3-Bedroom House with Gym & Heated Poo...,"KSh 330,000/ month"
5 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,5,Luxury Five-Bedroom House for Rent in Lower Kab...,"KSh 1,099,500/ month"
4 Bed Villa with En Suite in Runda,"Runda, Westlands",4,3,Four- bedroom villa available for Rent!,"KSh 350,000/ month"
5 Bed Villa with En Suite at Lavington,"lavington, Lavington",5,6,Luxurious Lavington 5 Bedrooms Villa with Lush...,"KSh 380,000/ month"
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",4,4,Spacious 4-Bedroom All En-Suite + DSQ Townhouse...,"KSh 300,000/ month"
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",4,5,Unique Listings,"KSh 390,000/ month"
2 Bed House with En Suite at Rosslyn,"Rosslyn, Westlands",2,2,Rustic Furnished Two bedroom House,"KSh 300,000/ month"
4 Bed Townhouse with En Suite at Lavington,Lavington,4,3,Gorgeous 4 bedrooms townhouse plus family rm an...,"KSh 175,000/ month"
1 Bed House with En Suite in Karen,Karen,1,1,Elegant Fully Serviced & Furnished 1- Bedroom c...,"KSh 120,000/ month"
4 Bed House with En Suite in Loresho,"Loresho, Westlands",4,4,"Breathtaking 4-bedroom Stand-Alone cottage, nes...","KSh 640,000/ month"
5 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,5,Exquisite lifestyle in this stunning 5-bedroom...,"KSh 780,000/ month"
5 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",5,5,Luxury defined five-bedroom house for rent in t...,"KSh 1,000,000/ month"
6 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",6,6,6 bedroom townhouse to rent in loresho,"KSh 550,000/ month"
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",5,5,5 bedroom townhouse to rent in kitisuru,"KSh 550,000/ month"
4 Bed House with Staff Quarters in Runda,"Runda Nairobi, Runda, Westlands",4,3,A 4bdrm bungalow to let in runda.,"KSh 300,000/ month"
4 Bed House with En Suite in Runda,"Runda, Westlands",4,3,Rustic 4 Bedroom Bungalow To Let in Runda,"KSh 300,000/ month"
6 Bed House with En Suite in Runda,"Runda, Westlands",6,6,🌟 UNPARALLELED LUXURY – 6-BEDROOM EXECUTIVE HO...,"KSh 600,000/ month"
4 Bed Villa with En Suite at Rosslyn Lone Tree,"Rosslyn Lone Tree, Rosslyn, Westlands",4,4,Bright & Charming 4-Bedroom Furnished Home with...,"KSh 630,000/ month"
3 Bed House with En Suite at Off Runda Dr,"1, Off Runda Dr, Runda, Westlands",3,3,Charming 3-Bedroom stand alone cottage for rent...,"KSh 300,000/ month"
5 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",5,5,Prestigious Fully Furnished Five Townhouse,"KSh 400,000/ month"
3 Bed House in Ngong,Ngong,3,2,3BR BUNGALOW TO LET IN NGONG,"KSh 40,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,Fully Furnished 5-Bedroom Townhouse for Rent –...,"KSh 405,000/ month"
4 Bed Townhouse with En Suite at Lavington,Lavington,4,4,Elegant four bedroom Townhouse,"KSh 300,000/ month"
5 Bed Townhouse with En Suite at Grevillea Groove,"Grevillea Groove, Brookside, Westlands",5,6,5 BEDROOM TOWN HOUSE TO LET IN WESTLANDS,"KSh 275,000/ month"
3 Bed Townhouse with Staff Quarters in Tigoni,"Tigoni, Limuru",3,4,3 bedroom  with sq to let in Tigoni,"KSh 250,000/ month"
5 Bed House with En Suite at Karen,Karen,5,5,Beautiful Five bedroom House,"KSh 290,000/ month"
5 Bed Villa with En Suite in Lavington,Lavington,5,5,5-Bedroom Villa All En-Suite + DSQ for Rent – L...,"KSh 280,000/ month"
4 Bed House with En Suite at Garden Estate,"Garden Estate, Roysambu",4,3,Amazing four bedroom House,"KSh 200,000/ month"
4 Bed House with En Suite at Thigiri Ridge,"Thigiri ridge, Thigiri, Westlands",4,4,Executive 4 bedroom bungalow with dsq and 1 acr...,"KSh 520,000/ month"
5 Bed House with En Suite at Kyuna Road,"Kyuna road, Kyuna, Westlands",5,4,Excellent neat 5 bedroom house with 2 bedroom g...,"KSh 520,000/ month"
4 Bed House with En Suite in Kyuna,"Kyuna, Westlands",4,,Kyuna located in a well secured exclusive neigh...,"KSh 500,000/ month"
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",4,5,Weslands in a well secured gated community 4 be...,"KSh 270,000/ month"
4 Bed Townhouse with Staff Quarters in Lavington,Lavington,4,,Lavington modern 4 bedrooms plus dsq all and fa...,"KSh 330,000/ month"
4 Bed Townhouse with En Suite at Lavington,Lavington,4,4,Beautiful Four bedroom Townhouse,"KSh 260,000/ month"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",4,4,4 bedroom all en-suite townhouse is in a secure...,"KSh 390,000/ month"
4 Bed Townhouse with En Suite at Lavington,Lavington,4,4,Beautiful Four bedroom Townhouse,"KSh 250,000/ month"
5 Bed Villa with En Suite at Muigai Inn Side,"Muigai inn side, Kenyatta Road",5,6,Beautiful 5 bedrooms all en-suite villa availab...,"KSh 60,000/ month"
5 Bed Townhouse with En Suite at Mugumoini,"mugumoini, Thome, Roysambu",5,5,5-Bedroom Family Home with Garden & Parking in...,"KSh 150,000/ month"
4 Bed Villa with En Suite at Ruiru,Ruiru,4,5,FOUR BEDROOM PLUS DSQ,"KSh 110,000/ month"
4 Bed House with En Suite at Karen,Karen,4,4,Newly Built Four bedroom House,"KSh 550,000/ month"
5 Bed House with En Suite at Karen,Karen,5,5,Prestigious Five bedroom House,"KSh 430,000/ month"
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",4,4,4bedroom townhouse to let in brookside,"KSh 270,000/ month"
5 Bed Townhouse with En Suite in Lavington,Lavington,5,5,5 Bedroom Town house to let lavington,"KSh 430,000/ month"
4 Bed Villa with En Suite at Runda,"0319n, runda, Runda, Westlands",4,4,4-bedroom villa in runda,"KSh 350,000/ month"
5 Bed Townhouse with Staff Quarters in Lavington,Lavington,5,5,Exquisite 5 - Bedroom Townhouse For Rent,"KSh 500,000/ month"
4 Bed House with En Suite at Thigiri,"Thigiri, Westlands",4,4,Charming 4 bedroom bungalow plus detached 1 bed...,"KSh 500,000/ month"
4 Bed House with En Suite at Karen,Karen,4,4,Elegant 4-Bedroom Bungalow in Karen – For Rent...,"KSh 400,000/ month"
3 Bed House with En Suite at Adams Arcade,"1, Adams arcade, Ngong Road",3,2,spacious 3 bedroom bungalow for rent .,"KSh 110,000/ month"
5 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",5,5,5bedroom home to let Nyari Westlands,"KSh 550,000/ month"
4 Bed Villa with En Suite in Karen,Karen,4,5,Luxury 4-Bedroom Home in Karen – Miotoni Road,"KSh 350,000/ month"
